NUMPED;DATAPED;HORAPED;CODCLIEN;ES;FINALIDNFE;SITUACAO;PESO;PRAZOPGTO;VALORPRODS;VALORDESC;VALOR;VALBASEICMS;VALICMS;COMISSAO
554.105;16.04.2022;09:48:02;1.846;S;1;2;17,825;14;486,79;0,00;486,79;270,60;40,73;3,00
554.106;16.04.2022;09:50:57;2.175;S;1;2;29,030;14;666,19;0,00;666,19;483,53;65,77;3,00
554.107;16.04.2022;09:52:26;1.005;S;1;2;3,505;14;301,02;0,00;301,02;200,69;36,12;3,00
554.108;16.04.2022;09:54:26;1.325;S;1;2;27,375;14;575,53;0,00;575,53;339,50;51,63;3,00
554.109;16.04.2022;10:11:25;1.763;S;1;2;63,340;21;1.228,15;0,00;1.228,15;1.044,05;105,71;3,00
554.110;16.04.2022;10:01:46;1.108;S;1;2;100,000;14;801,28;0,00;801,28;731,33;96,15;0,00
554.111;16.04.2022;10:04:07;2.627;S;1;2;152,880;14;4.856,88;0,00;4.856,88;3.254,56;582,85;3,00
554.112;16.04.2022;10:08:55;1.332;S;1;2;8,965;14;346,87;0,00;346,87;336,64;41,67;0,00
554.113;16.04.2022;10:19:13;2.271;S;1;3;72,525;14;1.356,91;0,00;1.356,91;1.222,55;116,56;3,00
554.114;16.04.2022;10:32:59;1.353;S;1;3;63,656;14;1.117,70;0,00;1.117,70;977,08;157,39;0,00
554.115;16.04.2022;10:30:58;1.484;S;1;2;9,680;0;109,07;0,00;109,07;87,12;15,68;0,00
554.116;16.04.2022;10:41:44;2.017;S;1;2;4,540;0;190,68;0,00;190,68;127,13;22,88;0,00
554.117;16.04.2022;10:44:50;1.320;S;1;2;8,140;28;439,59;0,00;439,59;382,28;59,33;3,00
554.118;16.04.2022;11:07:58;3.236;S;1;2;6,760;0;350,98;0,00;350,98;288,71;22,42;0,00
554.119;16.04.2022;11:08:48;1.175;S;1;2;6,450;14;186,73;0,00;186,73;186,73;13,04;0,00
554.120;16.04.2022;11:09:43;1.042;S;1;2;3,888;14;109,23;0,00;109,23;78,22;11,16;0,00
554.121;16.04.2022;11:28:18;1.897;S;1;3;41,810;14;681,91;0,00;681,91;449,32;67,93;0,00
554.122;16.04.2022;11:26:35;2.017;S;1;2;6,880;0;288,96;0,00;288,96;192,65;34,68;0,00
554.123;16.04.2022;11:37:27;1.476;S;1;2;1,372;14;53,87;0,00;53,87;53,87;7,94;3,00
554.124;16.04.2022;11:38:43;2.133;S;1;2;8,810;14;290,42;0,00;290,42;251,03;34,85;0,00
554.125;16.04.2022;11:53:21;2.997;S;1;2;8,030;14;321,32;0,00;321,32;271,80;17,83;0,00
554.126;16.04.2022;11:51:11;1.220;S;1;2;1,000;14;30,51;0,00;30,51;30,51;0,00;0,00
554.127;16.04.2022;12:01:28;2.186;S;1;2;3,120;14;258,00;0,00;258,00;172,01;0,00;0,00
554.128;16.04.2022;12:12:27;2.525;S;1;2;4,670;0;86,83;0,00;86,83;60,93;10,97;0,00
554.129;16.04.2022;12:16:22;1.476;S;1;2;0,520;14;43,00;0,00;43,00;28,67;0,00;3,00
554.130;16.04.2022;12:17:07;2.549;S;1;2;7,835;0;247,80;0,00;247,80;165,21;29,74;0,00
554.131;16.04.2022;12:19:24;2.627;S;1;2;15,000;14;494,10;0,00;494,10;494,10;59,29;3,00
554.132;16.04.2022;12:29:16;2.652;S;1;2;0,956;0;40,40;0,00;40,40;32,23;4,23;0,00
554.133;16.04.2022;12:28:21;2.652;S;1;2;2,974;0;63,09;0,00;63,09;54,72;3,01;0,00
554.134;16.04.2022;12:31:33;2.652;S;1;2;2,022;0;85,85;0,00;85,85;85,85;4,27;0,00
554.135;16.04.2022;12:38:53;2.652;S;1;2;0,928;0;41,54;0,00;41,54;33,73;4,98;0,00
554.136;16.04.2022;12:41:10;1.332;S;1;2;2,450;14;67,91;0,00;67,91;67,91;3,99;0,00
554.137;16.04.2022;12:41:26;1.353;S;1;2;30,000;14;430,56;0,00;430,56;167,44;30,14;0,00
554.138;16.04.2022;12:48:28;2.636;S;1;2;2,300;0;25,99;0,00;25,99;14,15;1,85;0,00
554.139;16.04.2022;12:46:54;3.244;S;1;2;4,022;0;153,96;0,00;153,96;102,65;18,48;3,00
554.140;16.04.2022;12:57:07;2.133;S;1;2;1,452;14;87,85;0,00;87,85;87,85;10,54;0,00
554.141;16.04.2022;13:19:05;2.133;S;1;2;1,800;14;69,00;0,00;69,00;69,00;0,00;0,00
554.142;16.04.2022;13:34:47;2.417;S;1;2;0,294;14;8,38;0,00;8,38;8,38;0,00;3,00
554.143;16.04.2022;13:58:10;1.063;S;1;2;2,176;7;94,96;0,00;94,96;94,96;7,61;0,00
554.144;16.04.2022;14:03:14;2.643;S;1;2;0,400;0;11,58;0,00;11,58;11,58;0,00;0,00
554.145;16.04.2022;14:04:20;1.063;S;1;2;2,576;7;104,48;0,00;104,48;104,48;7,61;0,00
554.146;18.04.2022;05:52:39;2.560;S;1;2;93,075;21;2.242,41;0,00;2.242,41;1.742,19;261,78;0,00
554.147;18.04.2022;06:29:22;2.414;S;1;2;3,470;14;93,69;0,00;93,69;93,69;0,00;0,00
554.148;18.04.2022;06:36:35;2.638;S;1;2;0,000;0;7,00;0,00;7,00;7,00;0,00;3,00
554.149;18.04.2022;07:11:48;;S;1;0;0,000;0;0,00;0,00;0,00;0,00;0,00;0,00
554.150;18.04.2022;07:12:46;1.673;S;1;2;6,440;7;195,71;0,00;195,71;195,71;0,00;0,00
554.151;18.04.2022;08:05:50;2.623;S;1;2;12,900;10;206,91;0,00;206,91;126,79;13,34;0,00
554.152;18.04.2022;08:18:32;1.309;S;1;2;2,908;14;92,01;0,00;92,01;71,91;7,24;0,00
554.153;18.04.2022;08:47:34;2.026;S;1;2;12,720;28;326,29;0,00;326,29;266,97;39,16;0,00
554.154;18.04.2022;08:54:14;1.484;S;1;2;2,000;0;21,45;0,00;21,45;17,33;3,12;0,00
554.155;18.04.2022;09:02:41;3.342;S;1;2;40,210;7;1.251,89;0,00;1.251,89;1.215,94;146,94;0,00
554.156;18.04.2022;09:03:18;1.270;S;1;2;23,000;10;518,55;0,00;518,55;223,83;40,29;0,00
554.157;18.04.2022;09:04:49;2.424;S;1;2;26,610;14;810,02;0,00;810,02;703,61;89,88;0,00
554.158;18.04.2022;09:15:02;1.304;S;1;2;33,350;14;507,68;0,00;507,68;248,43;29,70;0,00
554.159;18.04.2022;09:11:09;1.294;S;1;2;9,300;14;266,22;0,00;266,22;266,22;47,92;3,00
554.160;18.04.2022;09:16:27;1.041;S;1;2;8,010;14;194,87;0,00;194,87;187,91;21,22;0,00
554.161;18.04.2022;09:20:22;1.332;S;1;2;29,810;14;384,42;0,00;384,42;268,19;35,23;0,00
554.162;18.04.2022;09:24:44;1.448;S;1;2;4,300;0;27,37;0,00;27,37;27,37;0,00;0,00
554.163;18.04.2022;09:28:24;2.130;S;1;2;0,000;0;0,00;0,00;0,00;0,00;0,00;0,00
554.164;18.04.2022;09:38:27;1.453;S;1;2;12,900;0;309,64;0,00;309,64;206,44;37,16;0,00
554.167;18.04.2022;09:53:09;2.648;S;1;2;0,746;0;116,00;0,00;116,00;116,00;0,00;0,00
554.168;18.04.2022;10:08:44;1.666;S;1;2;9,810;0;246,38;0,00;246,38;219,16;29,57;0,00
554.169;18.04.2022;10:10:48;2.017;S;1;2;5,344;0;107,77;0,00;107,77;107,77;9,77;0,00
554.170;18.04.2022;10:18:35;1.874;S;1;2;30,174;14;952,52;0,00;952,52;855,96;112,09;0,00
554.171;18.04.2022;10:41:52;1.085;S;1;2;13,538;7;267,02;0,00;267,02;152,52;20,44;0,00
554.172;18.04.2022;11:03:09;1.673;S;1;2;4,450;7;72,47;0,00;72,47;57,99;10,44;0,00
554.174;18.04.2022;11:39:35;2.253;S;1;3;733,355;0;16.641,20;0,00;16.641,20;13.026,69;1.541,15;3,00
554.175;18.04.2022;11:18:09;1.353;S;1;2;30,000;14;430,56;0,00;430,56;167,44;30,14;0,00
554.177;18.04.2022;11:31:00;1.320;S;1;2;35,952;28;1.678,68;0,00;1.678,68;1.419,05;191,86;3,00
554.178;18.04.2022;11:32:06;1.007;S;1;2;0,260;0;40,38;0,00;40,38;33,21;3,40;0,00
554.179;18.04.2022;11:36:37;1.041;S;1;2;1,622;14;58,77;0,00;58,77;58,77;7,05;0,00
554.180;18.04.2022;11:38:47;2.309;S;1;2;6,226;14;194,08;0,00;194,08;169,09;14,07;0,00
554.181;18.04.2022;11:45:04;2.017;S;1;2;0,150;0;2,75;0,00;2,75;2,75;0,00;0,00
554.182;18.04.2022;12:04:35;2.253;S;1;2;703,800;0;19.034,92;0,00;19.034,92;14.728,66;1.820,37;3,00
554.183;18.04.2022;11:58:58;1.041;S;1;2;6,455;14;175,12;0,00;175,12;68,10;12,26;0,00
554.184;18.04.2022;12:24:13;2.253;S;1;2;16,080;0;460,80;0,00;460,80;460,80;0,00;3,00
554.185;18.04.2022;12:27:48;1.036;S;1;2;4,100;14;47,64;0,00;47,64;31,76;5,72;0,00
554.186;18.04.2022;12:41:06;2.229;S;1;0;0,000;0;0,00;0,00;0,00;0,00;0,00;0,00
554.187;18.04.2022;13:26:21;3.235;S;1;2;30,000;14;638,40;0,00;638,40;248,27;44,69;3,00
554.189;18.04.2022;14:04:05;2.152;S;1;3;38,415;14;1.197,26;0,00;1.197,26;1.107,16;103,63;3,00
554.190;18.04.2022;14:07:21;2.399;S;1;2;8,300;14;222,36;0,00;222,36;148,25;26,68;0,00
554.191;18.04.2022;14:10:18;1.835;S;1;2;21,000;14;327,04;0,00;327,04;218,04;39,25;3,00
554.192;18.04.2022;14:13:51;1.237;S;1;2;28,092;28;389,77;0,00;389,77;340,32;36,61;0,00
554.193;18.04.2022;14:18:04;1.086;S;1;2;20,700;14;659,05;0,00;659,05;613,87;110,50;0,00
554.195;18.04.2022;14:31:32;3.289;S;1;3;23,182;7;842,42;0,00;842,42;811,80;101,09;0,00
554.196;18.04.2022;14:35:13;1.185;S;1;2;41,200;14;1.811,57;0,00;1.811,57;1.280,04;218,19;0,00
554.197;18.04.2022;14:36:07;1.615;S;1;2;20,530;21;368,72;0,00;368,72;368,72;0,00;0,00
554.198;18.04.2022;14:37:32;2.230;S;1;2;31,000;7;419,52;0,00;419,52;163,15;29,37;0,00
554.199;18.04.2022;14:38:52;1.285;S;1;3;23,550;14;836,01;0,00;836,01;789,34;142,08;0,00
554.200;18.04.2022;14:43:31;2.671;S;1;2;17,970;7;624,22;0,00;624,22;617,58;74,91;0,00
554.201;18.04.2022;14:46:24;2.323;S;1;2;9,110;14;348,73;0,00;348,73;348,73;41,85;0,00
554.202;18.04.2022;14:47:40;1.438;S;1;2;35,180;14;1.218,61;0,00;1.218,61;948,01;101,55;3,00
554.203;18.04.2022;14:49:43;2.044;S;1;3;14,730;21;322,08;0,00;322,08;251,99;29,87;0,00
554.204;18.04.2022;15:07:31;1.965;S;1;2;10,000;7;293,95;0,00;293,95;114,32;20,58;3,00
554.205;18.04.2022;15:25:15;2.507;S;1;2;2,808;0;94,74;0,00;94,74;89,15;14,68;0,00
554.206;18.04.2022;15:27:46;1.230;S;1;2;9,830;28;191,07;0,00;191,07;153,32;13,59;0,00
554.207;18.04.2022;15:30:03;2.072;S;1;2;20,960;0;586,16;0,00;586,16;358,21;61,33;0,00
554.208;18.04.2022;15:31:45;3.416;S;1;2;36,100;28;1.008,73;0,00;1.008,73;909,27;124,14;0,00
554.209;18.04.2022;15:35:04;1.479;S;1;2;68,860;14;1.432,82;0,00;1.432,82;969,01;126,18;0,00
554.210;18.04.2022;15:36:28;2.142;S;1;2;18,675;14;364,94;0,00;364,94;353,96;37,47;1,50
554.211;18.04.2022;15:45:00;1.320;S;1;2;1,938;28;117,91;0,00;117,91;97,44;14,52;3,00
554.212;18.04.2022;15:38:20;1.814;S;1;2;78,750;14;2.748,79;0,00;2.748,79;2.703,25;329,86;3,00
554.213;18.04.2022;15:45:56;1.128;S;1;2;11,290;14;491,93;0,00;491,93;392,53;55,37;0,00
554.214;18.04.2022;15:43:29;3.382;S;1;2;15,000;7;251,20;0,00;251,20;97,69;17,58;0,00
554.215;18.04.2022;15:50:20;1.582;S;1;3;105,154;21;2.570,12;0,00;2.570,12;2.482,20;301,09;0,00
554.216;18.04.2022;15:55:32;1.898;S;1;2;43,580;14;610,75;0,00;610,75;334,01;55,09;0,00
554.217;18.04.2022;16:05:59;1.662;S;1;2;13,400;14;472,60;0,00;472,60;319,92;57,59;0,00
554.218;18.04.2022;16:07:24;2.354;S;1;2;19,980;14;1.130,38;0,00;1.130,38;753,62;135,65;0,00
554.219;18.04.2022;16:11:21;1.042;S;1;2;39,090;14;685,43;0,00;685,43;427,12;61,81;0,00
554.220;18.04.2022;16:13:02;1.347;S;1;2;24,610;14;285,07;0,00;285,07;212,20;30,58;3,00
554.221;18.04.2022;16:14:59;2.330;S;1;2;30,442;28;1.025,73;0,00;1.025,73;1.013,22;123,09;0,00
554.222;18.04.2022;16:21:59;1.810;S;1;3;105,100;14;2.579,83;0,00;2.579,83;2.341,20;269,02;0,00
554.223;18.04.2022;16:20:32;1.298;S;1;2;0,410;0;107,42;0,00;107,42;61,53;11,07;0,00
554.225;18.04.2022;16:23:56;2.018;S;1;2;48,950;28;1.268,07;0,00;1.268,07;1.161,17;143,42;3,00
554.226;18.04.2022;16:25:29;2.434;S;1;2;65,400;14;937,87;0,00;937,87;662,79;53,71;0,00
554.227;18.04.2022;16:27:09;2.040;S;1;2;12,530;14;373,24;0,00;373,24;288,36;51,90;0,00
554.228;18.04.2022;16:28:23;1.150;S;1;2;24,830;14;749,24;0,00;749,24;749,24;76,34;3,00
554.229;18.04.2022;17:12:11;3.364;S;1;2;22,874;14;791,68;0,00;791,68;786,49;95,79;0,00
554.230;18.04.2022;17:15:39;2.424;S;1;2;24,400;14;610,29;0,00;610,29;450,53;60,34;0,00
554.231;18.04.2022;17:16:26;3.316;S;1;2;9,650;0;88,97;0,00;88,97;88,97;6,54;0,00
554.232;18.04.2022;17:21:37;1.081;S;1;2;147,150;14;1.968,36;0,00;1.968,36;1.706,86;156,47;2,00
554.236;19.04.2022;08:02:14;1.036;S;1;2;25,300;14;344,55;0,00;344,55;284,93;51,29;0,00
554.237;19.04.2022;08:15:45;2.588;S;1;2;13,200;14;272,37;0,00;272,37;233,29;22,05;0,00
554.238;19.04.2022;08:17:23;3.189;S;1;2;7,480;14;195,37;0,00;195,37;190,04;16,16;3,00
554.239;19.04.2022;08:26:27;1.685;S;1;2;9,000;7;164,33;0,00;164,33;83,29;13,08;0,00
554.240;19.04.2022;08:29:20;1.529;S;1;2;6,965;0;146,59;0,00;146,59;89,18;6,58;0,00
554.241;19.04.2022;08:42:00;2.636;S;1;2;0,000;0;7,00;0,00;7,00;7,00;0,00;0,00
554.242;19.04.2022;08:42:40;2.636;S;1;2;0,450;0;3,50;0,00;3,50;3,50;0,00;0,00
554.243;19.04.2022;08:51:05;2.528;S;1;2;4,050;7;147,43;0,00;147,43;115,93;17,69;0,00
554.244;19.04.2022;08:56:01;2.026;S;1;2;1,000;28;35,31;0,00;35,31;35,31;4,24;0,00
554.245;19.04.2022;08:56:40;2.026;S;1;2;8,290;28;292,72;0,00;292,72;292,72;35,13;0,00
554.246;19.04.2022;09:28:23;2.271;S;1;2;12,210;14;153,83;0,00;153,83;153,83;0,00;3,00
554.247;19.04.2022;09:14:12;1.353;S;1;2;5,000;14;164,70;0,00;164,70;164,70;19,76;0,00
554.249;19.04.2022;09:32:40;1.868;S;1;2;5,692;14;491,55;0,00;491,55;477,00;6,43;0,00
554.250;19.04.2022;09:35:13;1.007;S;1;2;1,000;0;43,71;0,00;43,71;43,71;6,80;0,00
554.251;19.04.2022;09:38:17;1.041;S;1;2;12,832;14;237,34;0,00;237,34;228,23;16,09;0,00
554.252;19.04.2022;09:39:43;2.071;S;1;2;10,550;14;400,37;0,00;400,37;400,37;48,04;0,00
554.253;19.04.2022;09:40:44;1.542;S;1;2;4,100;14;31,99;0,00;31,99;31,99;3,15;0,00
554.254;19.04.2022;10:03:19;2.253;S;1;2;11,000;0;134,00;0,00;134,00;134,00;0,00;3,00
554.255;19.04.2022;10:09:38;1.529;S;1;2;3,250;0;52,15;0,00;52,15;52,15;0,00;0,00
554.256;19.04.2022;12:37:41;2.627;S;1;3;50,200;14;778,77;0,00;778,77;428,99;70,73;3,00
554.258;19.04.2022;10:17:31;1.417;S;1;2;8,200;14;46,24;0,00;46,24;46,24;5,55;0,00
554.259;19.04.2022;10:30:23;2.146;S;1;2;5,054;14;37,25;0,00;37,25;24,83;4,47;0,00
554.260;19.04.2022;10:37:20;2.271;S;1;2;18,150;14;337,07;0,00;337,07;302,09;12,59;3,00
554.261;19.04.2022;11:11:07;2.507;S;1;2;3,566;0;119,79;0,00;119,79;109,26;8,50;0,00
554.262;19.04.2022;11:18:10;1.995;S;1;2;2,532;14;94,47;0,00;94,47;87,19;11,34;0,00
554.263;19.04.2022;11:28:21;2.034;S;1;2;1,874;14;42,90;0,00;42,90;33,94;5,15;0,00
554.265;19.04.2022;12:06:07;2.905;S;1;2;19,430;0;637,09;0,00;637,09;589,14;70,31;3,00
554.266;19.04.2022;12:52:00;2.050;S;1;2;3,000;14;43,50;0,00;43,50;29,00;5,22;0,00
554.267;19.04.2022;12:59:19;2.253;S;1;3;520,360;0;10.879,45;0,00;10.879,45;8.342,66;1.040,69;3,00
554.268;19.04.2022;14:31:03;1.897;S;1;2;25,710;14;418,05;0,00;418,05;325,45;49,56;0,00
554.270;19.04.2022;13:58:31;2.253;S;1;2;17,600;0;226,80;0,00;226,80;226,80;17,28;3,00
554.271;19.04.2022;14:34:49;2.181;S;1;2;5,792;14;241,41;0,00;241,41;224,56;40,42;0,00
554.272;19.04.2022;14:29:33;1.281;S;1;2;2,310;14;51,98;0,00;51,98;34,66;6,24;0,00
554.273;19.04.2022;14:29:58;2.125;S;1;2;17,800;14;810,80;0,00;810,80;655,46;86,13;0,00
554.274;19.04.2022;14:32:59;1.170;S;1;2;33,000;14;385,85;0,00;385,85;299,54;31,08;0,00
554.275;19.04.2022;14:34:12;1.238;S;1;2;8,260;21;261,14;0,00;261,14;187,31;31,59;0,00
554.276;19.04.2022;14:35:57;1.731;S;1;2;19,050;14;297,68;0,00;297,68;140,19;25,23;3,00
554.277;19.04.2022;14:37:06;3.364;S;1;2;22,874;14;791,68;0,00;791,68;786,49;95,79;0,00
554.278;19.04.2022;14:37:45;2.303;S;1;3;14,910;14;431,67;0,00;431,67;306,13;45,20;0,00
554.279;19.04.2022;14:38:34;1.140;S;1;2;15,625;14;914,52;0,00;914,52;665,54;109,75;3,00
554.280;19.04.2022;14:41:07;1.026;S;1;2;35,610;28;361,95;0,00;361,95;277,52;23,49;0,00
554.281;19.04.2022;14:44:15;3.339;S;1;2;5,798;0;201,56;0,00;201,56;160,86;25,06;0,00
554.282;19.04.2022;14:43:10;3.168;S;1;2;46,915;21;2.041,44;0,00;2.041,44;1.513,78;244,98;0,00
554.284;19.04.2022;14:45:40;1.005;S;1;2;17,140;14;582,08;0,00;582,08;487,45;69,85;3,00
554.285;19.04.2022;14:47:23;3.351;S;1;2;17,100;14;378,63;0,00;378,63;298,98;28,68;0,00
554.286;19.04.2022;14:49:08;1.281;S;1;3;61,420;14;1.286,16;0,00;1.286,16;1.135,30;137,28;0,00
554.287;19.04.2022;14:49:54;1.746;S;1;2;9,240;0;320,96;0,00;320,96;295,34;9,23;0,00
554.288;19.04.2022;14:51:17;1.746;S;1;2;9,240;0;320,96;0,00;320,96;295,34;9,23;0,00
554.289;19.04.2022;15:01:06;2.069;S;1;2;55,240;21;1.547,11;0,00;1.547,11;1.180,60;179,71;0,00
554.290;19.04.2022;15:02:24;1.848;S;1;2;64,300;14;1.046,07;0,00;1.046,07;473,79;85,28;0,00
554.291;19.04.2022;15:03:07;2.391;S;1;2;9,870;21;377,82;0,00;377,82;377,82;45,34;0,00
554.292;19.04.2022;15:08:44;1.375;S;1;3;39,050;14;958,32;0,00;958,32;372,69;67,08;3,00
554.293;19.04.2022;15:30:21;2.175;S;1;2;8,176;14;476,48;0,00;476,48;407,13;48,90;3,00
554.295;19.04.2022;15:34:37;1.423;S;1;3;43,300;19;1.353,93;0,00;1.353,93;1.300,63;132,90;0,00
554.296;19.04.2022;15:36:04;1.815;S;1;2;12,740;19;318,66;0,00;318,66;287,68;30,92;0,00
554.297;19.04.2022;15:38:48;1.580;S;1;3;38,050;14;574,58;0,00;574,58;458,02;59,12;3,00
554.298;19.04.2022;15:49:23;1.108;S;1;2;65,872;14;629,66;0,00;629,66;577,08;61,51;0,00
554.299;19.04.2022;15:58:21;2.667;S;1;2;77,070;14;3.139,90;0,00;3.139,90;2.773,59;297,87;0,00
554.300;19.04.2022;15:54:12;1.238;S;1;2;15,090;21;356,28;0,00;356,28;245,91;42,76;0,00
554.301;19.04.2022;16:00:09;2.969;S;1;2;20,200;28;820,26;0,00;820,26;666,72;103,40;0,00
554.302;19.04.2022;16:27:49;1.520;S;1;2;128,717;7;3.317,29;0,00;3.317,29;2.179,04;328,53;0,00
554.303;19.04.2022;16:32:13;1.249;S;1;2;26,230;14;595,23;0,00;595,23;447,81;71,43;0,00
554.304;19.04.2022;16:54:52;1.464;S;1;2;3,392;0;122,89;0,00;122,89;122,89;14,75;0,00
554.305;19.04.2022;17:10:26;2.374;S;1;3;40,618;14;1.033,24;0,00;1.033,24;988,34;96,32;0,00
554.306;19.04.2022;17:50:11;1.365;S;1;2;4,240;14;67,74;0,00;67,74;54,47;4,78;0,00
554.307;19.04.2022;17:56:42;1.365;S;1;2;0,900;14;12,66;0,00;12,66;12,66;0,00;0,00
554.308;20.04.2022;06:04:30;2.628;S;1;3;40,030;14;755,13;0,00;755,13;592,32;90,62;3,00
554.309;20.04.2022;07:01:03;2.627;S;1;2;87,900;14;631,86;0,00;631,86;585,46;16,70;3,00
554.310;20.04.2022;07:02:50;2.175;S;1;2;54,780;14;1.565,94;0,00;1.565,94;1.211,67;187,92;3,00
554.311;20.04.2022;07:04:14;3.351;S;1;2;17,800;14;434,55;0,00;434,55;336,26;35,39;0,00
554.312;20.04.2022;07:07:08;1.886;S;1;2;140,270;21;2.586,07;0,00;2.586,07;2.056,47;240,14;3,00
554.313;20.04.2022;07:23:23;1.479;S;1;2;13,800;14;160,14;0,00;160,14;106,77;19,22;0,00
554.314;20.04.2022;08:00:46;1.332;S;1;2;19,430;14;539,21;0,00;539,21;507,20;60,04;0,00
554.315;20.04.2022;08:07:06;1.098;S;1;3;45,800;0;1.209,43;0,00;1.209,43;1.035,18;146,15;0,00
554.316;20.04.2022;08:11:00;2.424;S;1;2;5,000;14;221,40;0,00;221,40;86,10;15,50;0,00
554.318;20.04.2022;08:24:48;2.040;S;1;2;22,900;14;495,86;0,00;495,86;468,02;10,02;0,00
554.320;20.04.2022;08:40:49;1.539;S;1;2;2,000;10;126,62;0,00;126,62;124,27;22,37;0,00
554.322;20.04.2022;08:57:02;1.085;S;1;2;1,512;7;60,33;0,00;60,33;60,33;7,24;0,00
554.323;20.04.2022;09:12:24;1.332;S;1;2;24,085;14;871,85;0,00;871,85;762,43;104,62;0,00
554.324;20.04.2022;09:03:04;2.588;S;1;2;3,050;14;52,60;0,00;52,60;47,88;3,13;0,00
554.326;20.04.2022;09:22:32;1.036;S;1;2;92,400;14;435,12;0,00;435,12;435,12;52,21;0,00
554.327;20.04.2022;09:44:13;1.041;S;1;2;17,548;14;315,86;0,00;315,86;286,77;26,83;0,00
554.328;20.04.2022;09:55:13;1.332;S;1;2;0,722;14;52,05;0,00;52,05;45,50;4,86;0,00
554.329;20.04.2022;10:12:19;2.603;S;1;2;3,500;14;102,80;0,00;102,80;102,80;0,00;0,00
554.330;20.04.2022;10:20:01;2.623;S;1;2;8,700;10;148,50;0,00;148,50;112,18;20,19;0,00
554.331;20.04.2022;10:50:31;1.042;S;1;2;7,740;14;61,97;0,00;61,97;53,55;8,71;0,00
554.332;20.04.2022;10:52:39;1.332;S;1;2;1,540;14;34,83;0,00;34,83;34,83;0,00;0,00
554.333;20.04.2022;10:59:21;2.309;S;1;2;8,586;14;454,78;0,00;454,78;448,26;19,05;0,00
554.335;20.04.2022;11:32:35;3.206;S;1;2;13,106;0;482,28;0,00;482,28;409,25;52,40;0,00
554.336;20.04.2022;11:30:24;1.666;S;1;2;1,658;0;51,30;0,00;51,30;34,20;6,16;0,00
554.337;20.04.2022;11:40:04;2.507;S;1;2;0,588;0;9,35;0,00;9,35;9,35;1,68;0,00
554.339;20.04.2022;11:45:27;2.017;S;1;2;9,780;0;116,02;0,00;116,02;98,57;6,28;0,00
554.340;20.04.2022;11:43:09;2.627;S;1;2;26,320;14;962,96;0,00;962,96;845,81;152,24;3,00
554.341;20.04.2022;11:48:26;2.017;S;1;2;9,780;0;169,02;0,00;169,02;151,57;6,28;0,00
554.342;20.04.2022;11:49:54;2.017;S;1;2;9,510;0;167,24;0,00;167,24;149,79;6,28;0,00
554.344;20.04.2022;12:03:30;2.146;S;1;2;4,800;14;81,91;0,00;81,91;81,91;0,00;0,00
554.346;20.04.2022;13:18:03;1.991;S;1;2;33,364;14;1.597,74;0,00;1.597,74;1.174,75;191,74;0,00
554.347;20.04.2022;13:09:45;3.227;S;1;2;10,142;0;591,09;0,00;591,09;472,73;48,06;0,00
554.348;20.04.2022;13:36:21;3.361;S;1;2;11,130;0;439,15;0,00;439,15;389,88;31,48;0,00
554.350;20.04.2022;13:56:42;2.659;S;1;2;8,365;14;351,97;0,00;351,97;310,50;34,86;0,00
554.351;20.04.2022;14:14:05;1.448;S;1;2;2,420;0;87,68;0,00;87,68;87,68;10,52;0,00
554.352;20.04.2022;14:41:33;3.404;S;1;2;43,800;19;1.210,92;0,00;1.210,92;1.002,20;166,62;0,00
554.353;20.04.2022;14:38:03;2.146;S;1;2;4,560;14;162,33;0,00;162,33;108,23;19,48;0,00
554.354;20.04.2022;14:54:44;1.760;S;1;2;67,190;14;2.310,05;0,00;2.310,05;1.980,23;201,53;0,00
554.357;20.04.2022;14:57:18;2.396;S;1;2;6,100;14;187,00;0,00;187,00;124,67;22,44;0,00
554.358;20.04.2022;15:56:34;1.894;S;1;2;34,785;14;636,04;0,00;636,04;466,15;76,33;0,00
554.359;20.04.2022;15:08:46;1.006;S;1;2;54,388;14;994,16;0,00;994,16;751,47;108,13;0,00
554.360;20.04.2022;14:59:04;2.969;S;1;2;27,015;28;268,77;0,00;268,77;179,19;32,25;0,00
554.361;20.04.2022;15:00:03;1.310;S;1;2;25,600;7;420,71;0,00;420,71;280,49;50,49;3,00
554.362;20.04.2022;15:01:17;3.352;S;1;2;22,680;14;349,88;0,00;349,88;328,82;27,32;0,00
554.363;20.04.2022;15:03:34;1.479;S;1;2;44,835;14;743,30;0,00;743,30;369,22;55,35;0,00
554.364;20.04.2022;15:05:59;2.499;S;1;3;31,290;14;806,68;0,00;806,68;704,35;97,71;0,00
554.365;20.04.2022;15:04:59;1.108;S;1;2;0,000;14;139,92;0,00;139,92;93,28;16,79;0,00
554.367;20.04.2022;15:08:18;2.607;S;1;2;66,190;14;899,58;0,00;899,58;769,59;84,20;3,00
554.368;20.04.2022;15:12:09;2.507;S;1;2;3,746;0;56,11;0,00;56,11;44,60;3,50;0,00
554.369;20.04.2022;15:16:26;2.413;S;1;2;10,000;14;329,40;0,00;329,40;329,40;39,53;0,00
554.370;20.04.2022;15:21:13;2.330;S;1;2;20,000;28;658,80;0,00;658,80;658,80;79,06;0,00
554.372;20.04.2022;16:08:24;1.299;S;1;2;2,310;14;108,04;0,00;108,04;76,70;11,29;0,00
554.373;20.04.2022;16:10:03;1.545;S;1;2;12,500;14;429,09;0,00;429,09;328,65;37,95;0,00
